id,text,label,mode
BXuRRbG0Ugk_27,theyre all playing cliched stock western characters,-0.4,train
BXuRRbG0Ugk_28,but i really dont care that the characters are walking cliches when they are this well done,1.6,train
BXuRRbG0Ugk_29,and the actors do such a good job of carrying of their particular arcs,2.0,train
BXuRRbG0Ugk_30,cowboys and aliens problem is the screenplay,-2.0,train
BXuRRbG0Ugk_31,six different people got writing credit for this movie and the results are exactly what you would expect,-0.4,train
Bfr499ggo-0_1,2 snap most of the critics are right,-1.75,train
Bfr499ggo-0_2,it just really heh,-1.0,train
Bfr499ggo-0_3,but if you loved the series and you also liked xxx the first movie than youre still gonna have fun,1.6,train
Bfr499ggo-0_4,just go in with low expectaions if,-1.2,train
Bfr499ggo-0_5,low expectaions if your pet pees carrie wore those horrendous hideous hats they were not catching the ball,-1.8,train
Bfr499ggo-0_6,and a few times i didnt like the fashion,-1.2,train
Bfr499ggo-0_7,a few times i thought that was bumped way over the top,-1.0,train
Bfr499ggo-0_8,and they kind of looked like clowns the desert scene was one of them,-1.2,train
Bfr499ggo-0_9,um but you know the premise is ok,0.4,train
Bfr499ggo-0_10,and there are a few nice moments,1.0,train
Bfr499ggo-0_11,the movie is really too long,-0.8,train
Bfr499ggo-0_12,they shouldve just cut the wedding in the beginning,-1.4,train
Bfr499ggo-0_13,its not even necessary for the plot,-1.6,train
Bfr499ggo-0_14,i also thought that desert riding the camels all troup stopped looking like clowns,-0.2,train
Bfr499ggo-0_15,but also not necessary,-1.0,train
Bfr499ggo-0_16,but i love the moment with charlotte in the closet because who hasnt experienced that,2.2,train
Bfr499ggo-0_17,and um it was just fun to see your old friends again,1.4,train
Bfr499ggo-0_18,so if your a fan id do it,0.8,train
Bfr499ggo-0_19,but dont expect much,-1.8,train
Bfr499ggo-0_20,the writing isnt as good as the first,-1.6,train
Bfr499ggo-0_21,the storyline isnt this good,-2.0,train
Bfr499ggo-0_22,but if you dont expect a lot i think youll enjoy it,1.0,train
BioHAh1qJAQ_1,im a big fan of the first tron,1.4,train
BioHAh1qJAQ_2,um i thought this is the perfect time to have a tron sequel,2.2,train
BioHAh1qJAQ_3,because um in at the beginning of the 1980s people thought that computers can do every every anything,0.4,train
BioHAh1qJAQ_4,and everything and now technology actually does anything and everything,0.25,train
BioHAh1qJAQ_5,because it kinda controls our lives so it was the perfect time for a tron sequel,1.4,train
BioHAh1qJAQ_6,unfortunately um the writers and i were not exactly on the same wavelength,-1.8,train
BioHAh1qJAQ_7,lip smacking but i will say that the first third of this movie is amazing,2.6,train
BioHAh1qJAQ_8,its the best summer movie ive seen all year,2.4,train
BioHAh1qJAQ_9,but you know the pacing is so good,2.0,train
BioHAh1qJAQ_10,it gets straight into the story,1.0,train
BioHAh1qJAQ_11,you have lots of uh references to the first movie,0.2,train
BioHAh1qJAQ_12,you have new characters that actually have a connection to the old ones,0.6666667,train
BioHAh1qJAQ_13,and once sam flynn enters the grid you know the soundtrack draws you in,1.4,train
BioHAh1qJAQ_14,the special effects look amazing,2.6,train
BioHAh1qJAQ_15,uh they dont waste a lot of time on exposition,-0.4,train
BioHAh1qJAQ_16,because the minute the soundplane enters the grid he is put in the games,0.25,train
BioHAh1qJAQ_17,and let me tell you the games look great,2.4,train
BioHAh1qJAQ_18,all those action sequences in involving the games were great to watch,2.0,train
BioHAh1qJAQ_19,um the cho the choreography of the fights the special effects i was so happy to be back in the grid that i wasnt really thinking about the story or where the story was going,1.8,train
BioHAh1qJAQ_20,but then sam flynn meets his father and tron basically turns into a star wars prequel after that one,-1.4,train
BioHAh1qJAQ_21,disconnection then that happens at that point,-0.8,train
BioHAh1qJAQ_22,the writers just pull this out of their ass,-2.2,train
BioHAh1qJAQ_23,and the whole movie becomes about these crazy i i isos theyre,-2.0,train
BioHAh1qJAQ_24,isos and its just like or why do we need these things,-1.4,train
BioHAh1qJAQ_25,it doesnt make any sense,-1.6,train
BioHAh1qJAQ_26,because when the old flynn finds these things whatever they are theyre so wise and naive kinda like navi now that i think about it,0.8,train
BioHAh1qJAQ_27,clue which is the program that he created in the first movie kinda pulls a bunny in the boiler moment in the sense that he turns into a crazy jealous psycho stalker bitch,0.0,train
BioHAh1qJAQ_28,and clue has to be one of the most idiotic villains ever cause what is a what is clue,-2.0,train
BioHAh1qJAQ_29,for some kind of freaky teleportation or,0.0,train
BvYR0L6f2Ig_1,i was very impressed with his work on the first one,1.6,train
BvYR0L6f2Ig_2,i thought the first one was creative and inventive and really brought something new to the cinema,2.0,train
BvYR0L6f2Ig_3,but the second one it didnt in some ways take to the next level,0.4,train
BvYR0L6f2Ig_4,but in some ways the first one was better,-1.0,train
BvYR0L6f2Ig_5,so it was just about equal to the first one,-0.2,train
BvYR0L6f2Ig_6,3 now um but some of the brush plot that you mey think i hated this movie,-0.8,train
BvYR0L6f2Ig_7,3 now um but some of the brush plot that you mey think i hated this movie but youre wrong actually i did,1.2,train
BvYR0L6f2Ig_8,i really liked it,0.8,train
BvYR0L6f2Ig_9,first im gonna get into the acting which was much much better than the second one,2.2,train
BvYR0L6f2Ig_10,the second one had wooden acting in some places im sorry,-1.8,train
BvYR0L6f2Ig_11,i did like the second one,0.6,train
BvYR0L6f2Ig_12,but there most of the actors we so witty exeption may be the police cop and kim kimberly,0.4,train
BvYR0L6f2Ig_13,but the rest of the actors were so wooden,-1.4,train
BvYR0L6f2Ig_14,they were just theyre just they just why acting what theyre doing anyway,-1.8,train
BvYR0L6f2Ig_15,i dont know they do seem they need to learn acting better,-1.2,train
BvYR0L6f2Ig_16,anyway the further i went acting was much much better in the second one,1.8,train
BvYR0L6f2Ig_17,anyway mary elizabeth winstead oh my god she is a teriffic shes nice,2.0,train
BvYR0L6f2Ig_18,looking as well,0.0,train
BvYR0L6f2Ig_19,but she is also a teriffic actress,2.2,train
BvYR0L6f2Ig_20,olso this is one of the best performances ive ever seen out of hers,2.8,train
BvYR0L6f2Ig_21,ive not seen one bad movie that shes been into,1.6,train
BvYR0L6f2Ig_22,that,-1.0,train
BvYR0L6f2Ig_23,but mary elizabeth winstead i must say she is a teriffic and beautiful and talented acress she,2.4,train
BvYR0L6f2Ig_24,acress she displays the emotional distress of her character so well,1.6,train
BvYR0L6f2Ig_25,you actually feel for her character,1.8,train
BvYR0L6f2Ig_26,you know shes going through the stress and you feel sorry for her and you wanna help her,1.0,train
Ci-AH39fi3Y_1,because im still excited about it,1.8,train
Ci-AH39fi3Y_2,saw 5 as some of you might not notice i was extremly excited about saw 5 ok,2.0,train
Ci-AH39fi3Y_3,5 ok all of you knew that obviously,0.0,train
Ci-AH39fi3Y_4,so i was you know really hyped up,1.8,train
Ci-AH39fi3Y_5,and excited to see it,1.6,train
Ci-AH39fi3Y_6,and i have to say that it was definately better than the saw 4 not exectly what,1.6,train
Ci-AH39fi3Y_7,4 not exectly what i was expecting,0.6,train
Ci-AH39fi3Y_8,but it was still really really really good,2.2,train
Ci-AH39fi3Y_9,and um its just made me really really excided for saw 6 now,2.4,train
Ci-AH39fi3Y_10,one of them was great,1.0,train
Ci-AH39fi3Y_11,and the other one was completely irrelevant as far as i can tell,-1.8,train
Ci-AH39fi3Y_12,the great plot was with hoffman tying up all loose ends and stuff,2.2,train
Ci-AH39fi3Y_13,and the irrelevant plot was with five rendom strangers,-1.2,train
Ci-AH39fi3Y_14,kind of like in saw 2 who,0.0,train
Ci-AH39fi3Y_15,but i totally missed how it tied it to the movie at all,-0.8,train
Ci-AH39fi3Y_16,and im pretty sure thats because it didnt tie in to the movie at all,-1.6,train
Ci-AH39fi3Y_17,so that was really bizzare and i didnt care about the characters at all,-2.6,train
Ci-AH39fi3Y_18,because they werent you know introduced well really,-1.2,train
Ci-AH39fi3Y_19,so it was just really really strange,-0.8,train
Ci-AH39fi3Y_20,but luckily hoffmans story um was a really really really awesome,2.8,train
Ci-AH39fi3Y_21,and um it totally made up for that so thats ok,1.2,train
Ci-AH39fi3Y_22,and i guess thats sort of true,0.4,train
Ci-AH39fi3Y_23,because i sure didnt see the end coming,0.0,train
Ci-AH39fi3Y_24,but the end was really you you know,-1.0,train
Ci-AH39fi3Y_25,but i thought the best part of saw 5 was the storyline like in general,1.8,train
Ci-AH39fi3Y_26,the ending was not you know crazy shocking or anything like usual,-0.8,train
Ci-AH39fi3Y_27,it was not a real huge saw twist moment,-0.6,train
Ci-AH39fi3Y_28,um so you know that was a little surprising i guess,0.4,train
Ci-AH39fi3Y_29,thats not to say that the ending wasnt good because it really was,1.4,train
Ci-AH39fi3Y_30,but it was not exectly what i was expecting and se seriously everything leading up to the end was better than the ending,-1.0,train
Ci-AH39fi3Y_31,which is still good,1.4,train
Ci-AH39fi3Y_32,because the movie is good,2.0,train
Ci-AH39fi3Y_33,saw 5 has left like no closure at all at the end of the movie,-2.0,train
Ci-AH39fi3Y_34,and it pretty much just left the door wide open for saw 6 which,0.2,train
Ci-AH39fi3Y_35,but man oh man it really left the door open,0.8,train
Ci-AH39fi3Y_36,and it didnt even you know try to close it at all like the wind isnt gonna blow it over or anything its just open,-1.5,train
Ci-AH39fi3Y_37,but like i said the plot of hoffman and everything that was really really awesome,2.6,train
Ci-AH39fi3Y_38,and it fit very well into the saw series in my opinion,1.8,train
Ci-AH39fi3Y_39,so congratulations to the writers for that,2.0,train
Ci-AH39fi3Y_40,but ill smack them in the face for the other irrelevant plotline and,-2.6,train
Ci-AH39fi3Y_41,and dont know what the hell they were thinking,-2.2,train
Ci-AH39fi3Y_42,it was pretty much just and excuse to put traps in the movie because it was literally completely irrelevant,-2.2,train
Ci-AH39fi3Y_43,like i said i loved the hoffmans storyline,2.2,train
Ci-AH39fi3Y_44,so you know i guess it balances out,0.2,train
Clx4VXItLTE_1,and it is jumpy for people who dont like getting scared or jumpy or anything,-1.0,train
Clx4VXItLTE_2,but for someone like me who loves horror movies,0.6,train
Clx4VXItLTE_3,and like i do jump,0.4,train
Clx4VXItLTE_4,but i dont exactly get scared,-0.8,train
Clx4VXItLTE_5,so i think im like immune to them,-0.6,train
Clx4VXItLTE_6,and the only he mo film that im really scared about is small soldiers,-0.4,train
Clx4VXItLTE_7,i just thats freaky as hell yeha um,0.5,train
Clx4VXItLTE_8,but insidious um star really good,0.8,train
Clx4VXItLTE_9,like it cracked on streight away with what the hell is going on,-1.0,train
Clx4VXItLTE_10,like it dosnt just like and i was at um theres a problem theres a story like adn its like streight away fun storyline started,0.2,train
Clx4VXItLTE_11,and some of the acting is a little bit like oh my god you wouldnt really do that,-1.2,train
Clx4VXItLTE_12,but thats like old movies its just like i wouldnt say bad casting,-1.4,train
Clx4VXItLTE_13,but its just sometimes its just a little bit like oh god they realy shouldnt have done that cringe,-0.6,train
Clx4VXItLTE_14,um but really good,1.6,train
Clx4VXItLTE_15,like really jumped me my friend,-0.75,train
Clx4VXItLTE_16,and she wanted to go home and thats like seeing a lot for her coz she likes horror movies as much as i do,-1.2,train
Clx4VXItLTE_17,but it really surprised as i said what you wanna go home,-0.8,train
Clx4VXItLTE_18,huh but i am it was jumpy,-0.5,train
Clx4VXItLTE_19,i jumped hell of a lot times,1.4,train
Clx4VXItLTE_20,and i would go to the cinema again to see it,1.2,train
Clx4VXItLTE_21,because that atmosphere like everyone just screeams and,0.4,train
Clx4VXItLTE_22,and just and its just its so funny,0.8,train
Clx4VXItLTE_23,um something like what i do like if i jump a lot,1.75,train
Clx4VXItLTE_24,hah so everyone like everyone in cinema was kind like me,0.8,train
Clx4VXItLTE_25,because everytime that was like a jump everyone jumped,0.8,train
Clx4VXItLTE_26,you could feel the jump in,1.0,train
Clx4VXItLTE_27,and everyone was laughing afterwards,1.0,train
Clx4VXItLTE_28,i think thats how they cope with getting jum like scared and jump and stuff,0.4,train
Clx4VXItLTE_29,from there it does get a bit like huh not as real as what has been going on,-1.0,train
Clx4VXItLTE_30,its kind of like quite fake like i just i couldnt believe it i was like what what are you doing,-2.25,train
Clx4VXItLTE_31,because there is people that wanna go and see it havent seen it yet and might see this video,0.2,train
Dg_0XKD0Mf4_1,i mean it starts out really slow,-1.0,train
Dg_0XKD0Mf4_2,but overall um go see it,0.8,train
Dg_0XKD0Mf4_3,it was a cool movie,1.4,train
Dg_0XKD0Mf4_4,the acting was allright,0.2,train
Dg_0XKD0Mf4_5,um i thought they casted kind of well,1.0,train
Dg_0XKD0Mf4_6,but what really threw me off was the dialogue very cheezy dialogue,-2.4,train
Dg_0XKD0Mf4_7,oh my god the whole movie had a really dry dialogue,-1.6,train
Dg_0XKD0Mf4_8,there were a couple funny parts,0.4,train
Dg_0XKD0Mf4_9,but i dont think the humour redeemed the movie from being so bad in the dialogue department,-1.8,train
Dg_0XKD0Mf4_10,whoever wrote this isnt the writer definatelly but,-1.6,train
Dg_0XKD0Mf4_11,definatelly but overall i enjoyed it,1.6,train
Dg_0XKD0Mf4_12,the the whole movie i was you know thinking this isn as bad as ive heard and it wasnt um,1.2,train
Dg_0XKD0Mf4_13,wasnt um and the movie was pretty short,-0.6,train
Dg_0XKD0Mf4_14,and the dialogue threw me off,-1.0,train
Dg_0XKD0Mf4_15,other than that um i think it was and ok movie,0.8,train
Dg_0XKD0Mf4_16,definatelly a little bit above average,1.2,train
Dg_0XKD0Mf4_17,i dont think its as bad as you probably read on reviews,0.2,train
Dg_0XKD0Mf4_18,so yeah go see it,1.4,train
G-xst2euQUc_1,a really cute movie,2.0,train
G-xst2euQUc_2,i did not think i was gonna like it,0.0,train
G-xst2euQUc_3,i really didnt wanna go see it,-1.4,train
G-xst2euQUc_4,and it seems to me than when production companies start pushing movies that far ahead and when they were gonna be released that usaually means that they are not gonna be great,-2.0,train
G-xst2euQUc_5,and i was pleasantly surprised by this movie,1.8,train
G-xst2euQUc_6,i was i thoroughly enjoyed it,2.4,train
G-xst2euQUc_7,um this is a great family movie to take your whole family to this movie,2.2,train
G-xst2euQUc_8,its great for all ages,2.2,train
G-xst2euQUc_9,um i thought the story line was really cute,2.0,train
G-xst2euQUc_10,and again it does really tug at the heart strenghts with the little baby animals at the beginning,1.4,train
G-xst2euQUc_11,um it has it has a very predictable story,-1.4,train
G-xst2euQUc_12,that so what is still a really great movie to take your whole family to,1.8,train
G-xst2euQUc_13,but if it was anne hathaway who did the singing she did a great job,2.4,train
G-xst2euQUc_14,i had no idea that anne hathaway could really sing,-0.6,train
G-xst2euQUc_15,anyway um i would recommend it if if youre like me and you dont normally go to see animated movies,1.2,train
G-xst2euQUc_16,and im im not really in a big hurry at my age to go see animated movies,-0.2,train
G-xst2euQUc_17,um but there really hasnt been much to has come out this year so far that im dying to go see,-0.2,train
G-xst2euQUc_18,and we really wanted to get out of the house um last night,0.0,train
G-xst2euQUc_19,and i was thoroughly um surprised,0.6,train
G-xst2euQUc_20,at how much i really did enjoy itso i,2.0,train
G-xst2euQUc_21,would recommend this movie,1.4,train
G6GlGvlkxAQ_1,i would put money on it that it is going to be the blockbuster hit of the summer in terms of when you look at all the movies,2.6,train
G6GlGvlkxAQ_2,i im a cap guy captain america fan,1.0,train
G6GlGvlkxAQ_3,i think that would do very well,1.2,train
G6GlGvlkxAQ_4,um so i think thor is really gonna do well,1.0,train
G6GlGvlkxAQ_5,i think its gonna catapult chris hemsworth to be even a bigger star,1.6,train
G6GlGvlkxAQ_6,um great 80s movie for those who havent seen it,2.8,train
G6GlGvlkxAQ_7,charlie sheen was winning there,1.6,train
G6GlGvlkxAQ_8,and hes winning no,0.5,train
G6GlGvlkxAQ_9,so they could um um kind of get a little bit of chris hemsworth star power into that,0.8,train
G6GlGvlkxAQ_10,um great movie overall,2.2,train
G6GlGvlkxAQ_11,they did very well to establish the character of thor,1.6,train
G6GlGvlkxAQ_12,the problem with a lot of comic book shows and movies,-1.2,train
G6GlGvlkxAQ_13,and you saw this with the nbc recent flop of the cape which is a show i love,-0.2,train
G6GlGvlkxAQ_14,but the audience that was watching it they needed they needed a pay off right away,-0.2,train
G6GlGvlkxAQ_15,and they needed character established right away,-1.4,train
G6GlGvlkxAQ_16,um what you get in the sitcoms in terms of comic books and kind of the movies that take so loud to build that,0.0,train
G6GlGvlkxAQ_17,and why is this person wearing tights,-0.8,train
G6GlGvlkxAQ_18,or why are they carrying a hammer,-0.6666667,train
G6GlGvlkxAQ_19,you know why what is their mission,-0.4,train
G6GlGvlkxAQ_20,or why why are they here,0.0,train
G6GlGvlkxAQ_21,you have to establsih that fairly quickly,0.0,train
G6GlGvlkxAQ_22,and i think that directors of thor and the script writers did that right away,0.6,train
G6GlGvlkxAQ_23,you saw thor for how hes in the comics pompous an arogant individual,-1.4,train
G6GlGvlkxAQ_24,um but they also did a great job in building the backstory of jane foster played by natalie portman and her crew and how they relate to thor,2.0,train
G6GlGvlkxAQ_25,so i think that was really good,1.8,train
G6GlGvlkxAQ_26,they didnt belabored thor on earth,0.25,train
G6GlGvlkxAQ_27,he sounded like he didnt learn from the earthlings,-0.4,train
G6GlGvlkxAQ_28,um so that makes sense,0.0,train
G6GlGvlkxAQ_29,you get other whole shield involvement which is cool to see that a lot of cooler references that at one point they reference im a doctor with gama radiation,2.4,train
GWuJjcEuzt8_1,um first things first christina aguileras xxx i swear the xxx xxx um,1.5,train
GWuJjcEuzt8_2,xxx um why i said that is because she is god a crazy crazy voice,0.75,train
GWuJjcEuzt8_3,and she sure can sing really really well in this movie you know,2.0,train
GWuJjcEuzt8_4,and you know it makes you wanna know who else you know in the history of nowadays has the voice like that and you know its noone,-0.4,train
GWuJjcEuzt8_5,but she still looks like shes 48 and,-1.6,train
GWuJjcEuzt8_6,like shes 48 and her face doesnt move at all,-1.4,train
GWuJjcEuzt8_7,coz when you see her face moves it feels like you know you feel worried for her,0.75,train
GWuJjcEuzt8_8,you feel like her face is going to fall apart,-1.2,train
GWuJjcEuzt8_9,and overall the movies quite entertaining,1.6,train
GWuJjcEuzt8_10,that the dancers um wonderful,2.2,train
GWuJjcEuzt8_11,its sexy but not slutty you,1.4,train
GWuJjcEuzt8_12,who is drop dead gorgeous by the way,1.4,train
GWuJjcEuzt8_13,um the songs in the movie are wonderful,1.6,train
GWuJjcEuzt8_14,you know it matches the whole theme of the movie you know cabaret and you know the looks,1.0,train
GWuJjcEuzt8_15,and overall probably id give it about 35 stars you know popcorn movie and you know,0.8,train
GWuJjcEuzt8_16,considering all the awesome movies that we had and xxx inception the black swan and you know the social network,0.2,train
GWuJjcEuzt8_17,this one you know probably in the middle so 35 stars,-0.2,train
GWuJjcEuzt8_18,and if you have money to spend go ahead,-0.2,train
HEsqda8_d0Q_1,it was amazingthe premiere,2.8,train
HEsqda8_d0Q_2,itself was really cool,1.8,train
HEsqda8_d0Q_3,and i actually liked the film a lot,2.2,train
HEsqda8_d0Q_4,and i wasnt expecting to,0.2,train
HEsqda8_d0Q_5,because i thought how the hell is dickens and disney gonna work together like this,-1.0,train
HEsqda8_d0Q_6,but i thought they actually worked pretty well,2.0,train
HEsqda8_d0Q_7,and the end part is really really funny,2.4,train
HEsqda8_d0Q_8,because hes been such a grumpy character and hes really scared and in the end hes so changed and hes really funny,1.4,train
HEsqda8_d0Q_9,hes like what a delightful child,1.4,train
HEsqda8_d0Q_10,and its all kind of its hard to explain,0.25,train
HEsqda8_d0Q_11,the animation was amazing,2.8,train
HEsqda8_d0Q_12,i wasnt expecting that much,-0.4,train
HEsqda8_d0Q_13,because sometimes 3d isnt really that good,-1.0,train
HEsqda8_d0Q_14,but it was fenomenal you,2.6,train
HEsqda8_d0Q_15,fenomenal you kind of forget about the fact that it is 3d the,1.0,train
HEsqda8_d0Q_16,3d the voices are really good,2.2,train
HEsqda8_d0Q_17,that was one of my other concerns,-0.8,train
HEsqda8_d0Q_18,was that as an english person i get really annoyed when american shows and films have an english character,-1.8,train
HEsqda8_d0Q_19,but than its so obviously not an english character,-0.2,train
HEsqda8_d0Q_20,but yeah generally the accents were really really good,2.6,train
HEsqda8_d0Q_21,so good one you america for doing that,1.4,train
HEsqda8_d0Q_22,i doubt that theyre gonna do this for all the screenings because it was the premiere,0.4,train
HEsqda8_d0Q_23,not have chosen to go and see that,0.0,train
HEsqda8_d0Q_24,but im really really really glad i saw it,1.6,train
HEsqda8_d0Q_25,and i would recommend it to other people its true,1.8,train
HEsqda8_d0Q_26,even though i was like hu im gonna hate it,-0.5,train
HEsqda8_d0Q_27,but im just gonna have to say it,0.0,train
HEsqda8_d0Q_28,its my favorite film ever,2.0,train
HEsqda8_d0Q_29,um its not my favorite film ever,-0.4,train
HEsqda8_d0Q_30,but i would definately watch it again,2.0,train
HEsqda8_d0Q_31,i can imagine getting this on dvd and watching it at christmas at time because it makes you feel so like huh its not about commercialization its about you know families being together,2.4,train
HEsqda8_d0Q_32,and ill tell you all about like the cool premiere and stuff,0.8,train
HEsqda8_d0Q_33,but i just wanted to put this up soon,0.4,train
HEsqda8_d0Q_34,which were um a disasterous so,-1.6,train
I5y0__X72p0_1,and i was pretty open to to it being good,0.6,train
I5y0__X72p0_2,i at first when i saw the previews i thought it was gonna be stupid to be perfectly honest,-0.8,train
I5y0__X72p0_3,i was like theres no way that theyre gonna be able to convince me that a sixteen year old girl can take down like six adult dudes,-1.6,train
I5y0__X72p0_4,so i saw some other reviews and i was like okay i was surprised,0.4,train
I5y0__X72p0_5,and they both liked it,1.4,train
I5y0__X72p0_6,they s and all the people walking out of the theatre and beyond the trailer really liked it,1.6,train
I5y0__X72p0_7,and i gotta say i wasnt blown away by it,-1.4,train
I5y0__X72p0_8,i didnt think it was great or epic or just fantastic,-0.2,train
I5y0__X72p0_9,it was good,1.6,train
I5y0__X72p0_10,i mean i dont regret seeing it,1.2,train
I5y0__X72p0_11,it was it was an it was an okay movie,0.6,train
I5y0__X72p0_12,eric bana decides to train to be this most paranoid asassin chick in the world,-0.6,train
I5y0__X72p0_13,anyways skipping past that shes got this like kick a attitude,0.4,train
I5y0__X72p0_14,xxx so its it kind of feels like a sundance film festival type of movie,-0.4,train
I5y0__X72p0_15,its good,0.6,train
I5y0__X72p0_16,but its not great,-1.0,train
I5y0__X72p0_17,its not polished quite as much as i would like it to be,-1.0,train
I5y0__X72p0_18,it is good though,1.8,train
I5y0__X72p0_19,like they convinced me like this chick could probably take that dude down which is pretty hard,1.0,train
I5y0__X72p0_20,because i went into the movie thinking theres no way,-1.25,train
I5y0__X72p0_21,and so they kind of explain it a little bit but not really,-1.0,train
I5y0__X72p0_22,um i i at the end of the movie the friends i was with uh one of them goes was there a plot to this movie,-1.6,train
I5y0__X72p0_23,it doesnt have a deep seeded plot,-2.0,train
I5y0__X72p0_24,theres not like a really good twist,-2.0,train
I5y0__X72p0_25,its a good action movie,1.8,train
I5y0__X72p0_26,its like 90 bourne identity meets 10 willy wonka theres,-0.6,train
I5y0__X72p0_27,wonka theres some really strange characters in this movie,-1.6,train
I5y0__X72p0_28,it was it did add to the movie though it,1.4,train
I5y0__X72p0_29,and it visually its kinda cool how they show her confusion because she grows up in the woods,1.8,train
I5y0__X72p0_30,so it it was and interesting movie,1.6,train
I5y0__X72p0_31,it was original,1.6,train
I5y0__X72p0_32,and i liked it,1.5,train
I5y0__X72p0_33,the soundtrack was interesting,1.2,train
I5y0__X72p0_34,um it wasnt bad,0.8,train
I5y0__X72p0_35,but it was it was interesting,1.8,train
I5y0__X72p0_36,it wasnt the it wasnt the usual,-1.2,train
I5y0__X72p0_37,i did like kind of like the action,1.0,train
I5y0__X72p0_38,the music kinda drove a lot of the action,0.2,train
I5y0__X72p0_39,which is cool,1.2,train
Iu2PFX3z_1s_1,this is his most engaging endevour yet,2.4,train
Iu2PFX3z_1s_2,and he what he does with hanna is he makes the movie on like anything weve seen before,1.2,train
Iu2PFX3z_1s_3,he takes great actors or acresses in this case like saoirse ronan and cate blanchett,1.4,train
Iu2PFX3z_1s_4,and he puts them in very strange and unusual characters,0.0,train
Iu2PFX3z_1s_5,um what really need about this movie is the chamical brothers did the soundtracks whats pulse pounding the entire way through,1.4,train
Iu2PFX3z_1s_6,you never know whats gonna happen,0.6,train
Iu2PFX3z_1s_7,theres all these colorful characters,2.0,train
Iu2PFX3z_1s_8,now it isnt a great fantastic tell everybody about that kind of movie,0.0,train
Iu2PFX3z_1s_9,i gave it a b,1.4,train
Iu2PFX3z_1s_10,but i think its one of those movies thats so unique,2.2,train
Iu2PFX3z_1s_11,that you respect that joe wright tried to do something completely different here,1.2,train
Iu2PFX3z_1s_12,its colorful,1.6,train
Iu2PFX3z_1s_13,its in your face,0.25,train
Iu2PFX3z_1s_14,its really non stop from beginning to end,1.4,train
Iu2PFX3z_1s_15,and i think um what i took away from this was that really tried very hard to make something original,1.8,train
Iu2PFX3z_1s_16,and something that i cant find anything else to compare it to,1.3333334,train
IumbAb8q2dM_1,i always like to read the book first,0.5,train
IumbAb8q2dM_2,its a weird thing,-0.5,train
IumbAb8q2dM_3,because priscilla from the readables gave a such a good review,0.6,train
IumbAb8q2dM_4,um i suggest that you guys go and watch this movie,2.2,train
IumbAb8q2dM_5,it was so good,2.6,train
IumbAb8q2dM_6,um its surpassed my expectations,2.4,train
IumbAb8q2dM_7,um usually im not really a big huge scifi alien kind of fan,-0.6,train
IumbAb8q2dM_8,but um it was really really good,3.0,train
IumbAb8q2dM_9,um i really wanna go read the book now,1.8,train
IumbAb8q2dM_10,coz im so curious to see um how the storyline um got to that point,-0.2,train
IumbAb8q2dM_11,i heard that in the book it describes um the plan of the glory a lot better,-1.0,train
IumbAb8q2dM_12,um gives more details so i cant wait to get my hands on it now,1.4,train
IumbAb8q2dM_13,um i cant wait until the next one comes out too,1.8,train
IumbAb8q2dM_14,um it it turns out that james fray who um i realy like,1.2,train
IumbAb8q2dM_15,um he wrote a good book,1.75,train
IumbAb8q2dM_16,um and i cant wait for the next one to come out,2.4,train
IumbAb8q2dM_17,im really excited,2.0,train
IumbAb8q2dM_18,um as for alex xxx i am a new alex fan,0.8,train
IumbAb8q2dM_19,he was unbelievable,1.6,train
IumbAb8q2dM_20,so easy on the eyes,2.0,train
IumbAb8q2dM_21,um i think hes my new favorite,1.2,train
IumbAb8q2dM_22,yeah so i suggest that you guys all watch this movie,2.2,train
Jkswaaud0hk_1,mila kunis and justin timberlake i thought they made a great duo mila kunis,2.4,train
Jkswaaud0hk_2,is gorgeous,2.0,train
Jkswaaud0hk_3,theres some great bedroom scenes,2.2,train
Jkswaaud0hk_4,you guys are youre gonna get to enjoy,1.0,train
Jkswaaud0hk_5,a fine light weight day movie,1.8,train
Jkswaaud0hk_6,i think some of the women are going to enjoy this more than the guysum certainly,0.4,train
Jkswaaud0hk_7,there are some scenes where i think some of the women are gonna feel more the emotion of it,0.2,train
Jkswaaud0hk_8,there are some funny lines,1.6,train
Jkswaaud0hk_9,great steamy bedroom scenes,1.0,train
Jkswaaud0hk_10,i was surprised um the amount of skin they showed,-0.4,train
Jkswaaud0hk_11,but um it was in a good taste,1.8,train
Jkswaaud0hk_12,um and i thought woody harelson was a funny,1.6,train
Jkswaaud0hk_13,he um added a grat dimension to the movie as well,1.8,train
Jkswaaud0hk_14,storyline was ok,0.6,train
Jkswaaud0hk_15,but overall i thought it was it was a fun picture,2.0,train
Jkswaaud0hk_16,i i do think its worth seeing,1.6,train
Jkswaaud0hk_17,um certianly again more of a day movie than um seeing it alone,0.2,train
Jkswaaud0hk_18,unless you ladies go together to see it together,0.6,train
Jkswaaud0hk_19,so id go see it,1.8,train
Jkswaaud0hk_20,thumbs up,1.6,train
LSi-o-IrDMs_1,but its actually worth talking about,1.0,train
LSi-o-IrDMs_2,because the movie itself is the same old crap from the series,-2.0,train
LSi-o-IrDMs_3,and i actually am not finding the series to be very fun and popcorn kind of movie,0.0,train
LSi-o-IrDMs_4,you just cant walk in exopecting anything other than that,-0.6,train
LSi-o-IrDMs_5,in this case it didnt take much convincing which is a little silly,0.0,train
LSi-o-IrDMs_6,but the acting is bad,-2.2,train
